note,note_str,instrument,instrument_str,pitch,velocity,sample_rate,qualities,qualities_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,WavPath,fold
36819,keyboard_electronic_001-031-100,40,keyboard_electronic_001,31,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_001-031-100.wav,4
297036,keyboard_electronic_098-059-127,905,keyboard_electronic_098,59,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_098-059-127.wav,5
226897,organ_electronic_028-048-050,440,organ_electronic_028,48,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-048-050.wav,1
84821,guitar_acoustic_014-027-100,263,guitar_acoustic_014,27,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-027-100.wav,5
19359,brass_acoustic_006-031-127,43,brass_acoustic_006,31,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-031-127.wav,5
293046,keyboard_electronic_002-086-050,50,keyboard_electronic_002,86,50,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",4,keyboard,1,electronic,keyboard_electronic_002-086-050.wav,3
108026,keyboard_electronic_078-065-075,838,keyboard_electronic_078,65,75,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],4,keyboard,1,electronic,keyboard_electronic_078-065-075.wav,1
115054,string_acoustic_080-029-025,675,string_acoustic_080,29,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],8,string,0,acoustic,string_acoustic_080-029-025.wav,4
284381,bass_synthetic_009-033-075,150,bass_synthetic_009,33,75,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-033-075.wav,2
131435,guitar_electronic_028-022-025,510,guitar_electronic_028,22,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-022-025.wav,1
163734,mallet_acoustic_062-053-050,644,mallet_acoustic_062,53,50,16000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['dark', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-053-050.wav,2
184303,mallet_acoustic_056-065-025,590,mallet_acoustic_056,65,25,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",5,mallet,0,acoustic,mallet_acoustic_056-065-025.wav,2
272640,keyboard_electronic_001-108-127,40,keyboard_electronic_001,108,127,16000,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",['percussive'],4,keyboard,1,electronic,keyboard_electronic_001-108-127.wav,2
268483,bass_electronic_025-058-100,872,bass_electronic_025,58,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_025-058-100.wav,4
103220,keyboard_synthetic_000-052-100,577,keyboard_synthetic_000,52,100,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-052-100.wav,2
22338,vocal_synthetic_003-028-100,37,vocal_synthetic_003,28,100,16000,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['bright', 'distortion', 'long_release', 'nonlinear_env']",10,vocal,2,synthetic,vocal_synthetic_003-028-100.wav,4
206713,bass_electronic_018-061-050,759,bass_electronic_018,61,50,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],0,bass,1,electronic,bass_electronic_018-061-050.wav,4
93771,brass_acoustic_006-070-100,43,brass_acoustic_006,70,100,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",1,brass,0,acoustic,brass_acoustic_006-070-100.wav,3
101518,guitar_electronic_028-046-100,510,guitar_electronic_028,46,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-046-100.wav,3
193879,organ_electronic_113-058-100,958,organ_electronic_113,58,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_113-058-100.wav,2
186398,guitar_acoustic_010-074-075,219,guitar_acoustic_010,74,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-074-075.wav,1
85093,keyboard_electronic_098-104-025,905,keyboard_electronic_098,104,25,16000,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['bright', 'fast_decay', 'percussive']",4,keyboard,1,electronic,keyboard_electronic_098-104-025.wav,5
289693,keyboard_electronic_069-058-050,805,keyboard_electronic_069,58,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_069-058-050.wav,1
22633,brass_acoustic_006-060-100,43,brass_acoustic_006,60,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-060-100.wav,5
198303,keyboard_synthetic_000-036-025,577,keyboard_synthetic_000,36,25,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-036-025.wav,4
181014,guitar_acoustic_014-076-127,263,guitar_acoustic_014,76,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-076-127.wav,5
231960,keyboard_electronic_003-030-050,65,keyboard_electronic_003,30,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_003-030-050.wav,3
126313,flute_acoustic_002-103-050,86,flute_acoustic_002,103,50,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['bright', 'reverb']",2,flute,0,acoustic,flute_acoustic_002-103-050.wav,5
52076,vocal_synthetic_003-108-050,37,vocal_synthetic_003,108,50,16000,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['bright', 'distortion', 'long_release', 'nonlinear_env']",10,vocal,2,synthetic,vocal_synthetic_003-108-050.wav,2
231760,bass_synthetic_034-095-127,420,bass_synthetic_034,95,127,16000,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","['bright', 'distortion', 'tempo-synced']",0,bass,2,synthetic,bass_synthetic_034-095-127.wav,2
41898,guitar_acoustic_015-091-100,316,guitar_acoustic_015,91,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",3,guitar,0,acoustic,guitar_acoustic_015-091-100.wav,3
119768,organ_electronic_028-041-127,440,organ_electronic_028,41,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-041-127.wav,2
102082,guitar_acoustic_015-060-050,316,guitar_acoustic_015,60,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-060-050.wav,2
133576,organ_electronic_007-052-075,123,organ_electronic_007,52,75,16000,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-052-075.wav,2
131082,flute_synthetic_000-066-025,82,flute_synthetic_000,66,25,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-066-025.wav,1
8162,mallet_acoustic_056-049-050,590,mallet_acoustic_056,49,50,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",5,mallet,0,acoustic,mallet_acoustic_056-049-050.wav,1
33065,mallet_acoustic_047-086-025,488,mallet_acoustic_047,86,25,16000,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","['percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-086-025.wav,4
103135,organ_electronic_007-095-127,123,organ_electronic_007,95,127,16000,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","['long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-095-127.wav,4
64977,flute_synthetic_000-076-025,82,flute_synthetic_000,76,25,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-076-025.wav,4
93884,reed_acoustic_018-073-127,183,reed_acoustic_018,73,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-073-127.wav,5
212213,organ_electronic_104-066-127,921,organ_electronic_104,66,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-066-127.wav,3
252756,bass_synthetic_134-030-127,914,bass_synthetic_134,30,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-030-127.wav,1
37534,brass_acoustic_059-045-050,572,brass_acoustic_059,45,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",1,brass,0,acoustic,brass_acoustic_059-045-050.wav,3
79849,bass_electronic_027-059-050,880,bass_electronic_027,59,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_027-059-050.wav,5
212931,bass_synthetic_098-051-100,803,bass_synthetic_098,51,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_098-051-100.wav,5
249682,keyboard_electronic_003-080-127,65,keyboard_electronic_003,80,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_003-080-127.wav,1
261747,bass_electronic_027-049-050,880,bass_electronic_027,49,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_027-049-050.wav,3
257277,keyboard_electronic_069-086-075,805,keyboard_electronic_069,86,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_069-086-075.wav,1
129287,flute_synthetic_000-053-127,82,flute_synthetic_000,53,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-053-127.wav,3
300226,organ_electronic_028-074-025,440,organ_electronic_028,74,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-074-025.wav,1
37985,bass_synthetic_134-080-050,914,bass_synthetic_134,80,50,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-080-050.wav,5
177658,guitar_acoustic_014-107-050,263,guitar_acoustic_014,107,50,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",3,guitar,0,acoustic,guitar_acoustic_014-107-050.wav,4
38567,brass_acoustic_046-095-050,414,brass_acoustic_046,95,50,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",['long_release'],1,brass,0,acoustic,brass_acoustic_046-095-050.wav,3
228072,bass_synthetic_098-057-025,803,bass_synthetic_098,57,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_098-057-025.wav,3
287914,keyboard_acoustic_004-082-075,327,keyboard_acoustic_004,82,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-082-075.wav,2
41459,vocal_acoustic_000-056-025,46,vocal_acoustic_000,56,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],10,vocal,0,acoustic,vocal_acoustic_000-056-025.wav,1
305272,keyboard_electronic_069-033-127,805,keyboard_electronic_069,33,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_069-033-127.wav,1
17560,string_acoustic_014-050-127,100,string_acoustic_014,50,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",8,string,0,acoustic,string_acoustic_014-050-127.wav,3
168398,guitar_acoustic_010-029-100,219,guitar_acoustic_010,29,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-029-100.wav,5
54094,reed_acoustic_037-075-050,387,reed_acoustic_037,75,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-075-050.wav,5
136435,reed_acoustic_023-082-075,224,reed_acoustic_023,82,75,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-082-075.wav,3
286475,organ_electronic_028-072-100,440,organ_electronic_028,72,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-072-100.wav,4
123381,organ_electronic_104-031-025,921,organ_electronic_104,31,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-031-025.wav,5
51353,brass_acoustic_015-049-050,121,brass_acoustic_015,49,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_015-049-050.wav,1
16657,flute_synthetic_000-021-127,82,flute_synthetic_000,21,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-021-127.wav,1
48813,reed_acoustic_037-065-050,387,reed_acoustic_037,65,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-065-050.wav,2
304109,organ_electronic_028-062-100,440,organ_electronic_028,62,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-062-100.wav,3
226305,keyboard_acoustic_004-045-127,327,keyboard_acoustic_004,45,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-045-127.wav,1
145843,mallet_acoustic_062-028-127,644,mallet_acoustic_062,28,127,16000,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","['dark', 'long_release', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-028-127.wav,1
278558,bass_synthetic_098-023-100,803,bass_synthetic_098,23,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_098-023-100.wav,2
116737,string_acoustic_057-079-050,450,string_acoustic_057,79,50,16000,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['bright', 'nonlinear_env', 'reverb']",8,string,0,acoustic,string_acoustic_057-079-050.wav,2
209239,bass_synthetic_135-100-025,927,bass_synthetic_135,100,25,16000,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['bright', 'distortion']",0,bass,2,synthetic,bass_synthetic_135-100-025.wav,5
265481,organ_electronic_113-083-100,958,organ_electronic_113,83,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_113-083-100.wav,1
205728,keyboard_electronic_069-072-100,805,keyboard_electronic_069,72,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_069-072-100.wav,5
188825,guitar_acoustic_021-050-100,457,guitar_acoustic_021,50,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_021-050-100.wav,1
39350,mallet_acoustic_047-080-100,488,mallet_acoustic_047,80,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-080-100.wav,4
28363,flute_synthetic_000-091-050,82,flute_synthetic_000,91,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-091-050.wav,3
151553,mallet_acoustic_062-088-050,644,mallet_acoustic_062,88,50,16000,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['fast_decay', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-088-050.wav,2
249262,keyboard_electronic_003-052-050,65,keyboard_electronic_003,52,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_003-052-050.wav,2
145876,guitar_acoustic_010-068-127,219,guitar_acoustic_010,68,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-068-127.wav,2
177574,mallet_acoustic_047-071-050,488,mallet_acoustic_047,71,50,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-071-050.wav,3
247661,bass_synthetic_134-095-075,914,bass_synthetic_134,95,75,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-095-075.wav,4
136310,reed_acoustic_023-070-025,224,reed_acoustic_023,70,25,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-070-025.wav,1
119609,guitar_acoustic_021-024-025,457,guitar_acoustic_021,24,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_021-024-025.wav,1
13884,flute_synthetic_000-108-100,82,flute_synthetic_000,108,100,16000,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['bright', 'distortion']",2,flute,2,synthetic,flute_synthetic_000-108-100.wav,4
214696,organ_electronic_028-023-127,440,organ_electronic_028,23,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-023-127.wav,5
248960,bass_electronic_025-062-050,872,bass_electronic_025,62,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_025-062-050.wav,2
154805,mallet_acoustic_062-069-100,644,mallet_acoustic_062,69,100,16000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['dark', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-069-100.wav,2
262127,bass_synthetic_033-064-127,417,bass_synthetic_033,64,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_033-064-127.wav,2
285835,bass_synthetic_009-086-127,150,bass_synthetic_009,86,127,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",['long_release'],0,bass,2,synthetic,bass_synthetic_009-086-127.wav,3
102999,mallet_acoustic_056-063-100,590,mallet_acoustic_056,63,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",5,mallet,0,acoustic,mallet_acoustic_056-063-100.wav,1
235793,bass_synthetic_068-040-025,656,bass_synthetic_068,40,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_068-040-025.wav,1
193269,keyboard_synthetic_000-044-025,577,keyboard_synthetic_000,44,25,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-044-025.wav,5
12032,string_acoustic_014-059-050,100,string_acoustic_014,59,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",8,string,0,acoustic,string_acoustic_014-059-050.wav,1
273644,bass_synthetic_009-096-127,150,bass_synthetic_009,96,127,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",['long_release'],0,bass,2,synthetic,bass_synthetic_009-096-127.wav,5
39338,string_acoustic_057-060-127,450,string_acoustic_057,60,127,16000,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['bright', 'nonlinear_env', 'reverb']",8,string,0,acoustic,string_acoustic_057-060-127.wav,1
127675,flute_synthetic_000-028-050,82,flute_synthetic_000,28,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-028-050.wav,2
158166,guitar_electronic_028-040-025,510,guitar_electronic_028,40,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-040-025.wav,2
167395,bass_synthetic_135-054-050,927,bass_synthetic_135,54,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_135-054-050.wav,3
95891,bass_electronic_027-032-127,880,bass_electronic_027,32,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_027-032-127.wav,5
300909,organ_electronic_001-062-050,8,organ_electronic_001,62,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_001-062-050.wav,4
182610,mallet_acoustic_062-021-050,644,mallet_acoustic_062,21,50,16000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['dark', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-021-050.wav,5
51422,brass_acoustic_015-050-127,121,brass_acoustic_015,50,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_015-050-127.wav,1
27347,reed_acoustic_011-063-050,104,reed_acoustic_011,63,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_011-063-050.wav,4
272900,organ_electronic_057-074-050,701,organ_electronic_057,74,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-074-050.wav,5
87981,string_acoustic_012-040-025,97,string_acoustic_012,40,25,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_012-040-025.wav,2
135581,guitar_acoustic_014-045-100,263,guitar_acoustic_014,45,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-045-100.wav,5
52362,brass_acoustic_016-057-100,128,brass_acoustic_016,57,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],1,brass,0,acoustic,brass_acoustic_016-057-100.wav,2
253412,organ_electronic_057-064-050,701,organ_electronic_057,64,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-064-050.wav,2
133967,reed_acoustic_037-049-025,387,reed_acoustic_037,49,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-049-025.wav,5
223950,bass_synthetic_009-026-050,150,bass_synthetic_009,26,50,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-026-050.wav,2
67810,guitar_electronic_028-075-127,510,guitar_electronic_028,75,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_028-075-127.wav,5
282071,keyboard_synthetic_000-061-127,577,keyboard_synthetic_000,61,127,16000,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['bright', 'distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-061-127.wav,2
48976,guitar_acoustic_014-021-025,263,guitar_acoustic_014,21,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-021-025.wav,2
15630,mallet_acoustic_062-081-127,644,mallet_acoustic_062,81,127,16000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",['multiphonic'],5,mallet,0,acoustic,mallet_acoustic_062-081-127.wav,3
27247,flute_synthetic_000-098-127,82,flute_synthetic_000,98,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-098-127.wav,2
48419,mallet_acoustic_047-100-127,488,mallet_acoustic_047,100,127,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-100-127.wav,4
6954,brass_acoustic_006-084-075,43,brass_acoustic_006,84,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-084-075.wav,1
155309,bass_synthetic_068-075-127,656,bass_synthetic_068,75,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_068-075-127.wav,5
217863,keyboard_synthetic_000-071-127,577,keyboard_synthetic_000,71,127,16000,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['bright', 'distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-071-127.wav,1
153111,guitar_acoustic_010-080-100,219,guitar_acoustic_010,80,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-080-100.wav,1
289464,keyboard_electronic_001-043-100,40,keyboard_electronic_001,43,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_001-043-100.wav,2
71763,reed_acoustic_011-045-050,104,reed_acoustic_011,45,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_011-045-050.wav,2
237364,bass_electronic_027-031-025,880,bass_electronic_027,31,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_027-031-025.wav,1
